raw_character_text,normalized_text
Bart Simpson,lisa i really need your help so im gonna let you in on a secret theres no such thing
Bart Simpson,im in trouble already heres what happenedso youve got to think of a way i can come home for free
Bart Simpson,milhouse dyou ever think about the people in those cars
Bart Simpson,lisa this isnt working ive got to courier something to springfield and its gotta be big enough to fit milhouse martin and nelson inside
Bart Simpson,oh i cant take much more of this im counting on you lis
Homer Simpson,uh you dont have to tell me but i thought we trusted each other with our secrets now i mean i havent told a soul about your new boyfriend
Homer Simpson,yes thats a real pickle would you excuse me for a moment
Homer Simpson,all right i have thought this through i will send bart the money to fly home and then i will murder him
Homer Simpson,okay well work this out together first things first where is knoxville
Homer Simpson,yello oak ridge this is springfield nuclear we need to order a uht-437 safety command console
Homer Simpson,and have it sent to the springfield nuclear power plant care of homer j--
Homer Simpson,forget the name homer simpson have it sent care of langdon alger
Bart Simpson,but i dont think id go back again next year its getting too commercial theyve forgotten its supposed to be about the grammar
Marge Simpson,hello oh hello principal skinner no bart has never been to hong kong goodnight
Marge Simpson,hello tennessee state police no my sons car was not crushed in knoxville i dont know where to begin telling you whats wrong with that
Marge Simpson,hello no bart is not available tomorrow to deliver a human kidney to amsterdam
Bart Simpson,sometimes i wonder about all the people in this town do you think anything interesting ever happens to them i mean there must be thousands of great stories out there
Bart Simpson,forget it cmon its 11 oclock i need some sugar
Marge Simpson,are you sure maybe its just shampoo that washes right out
Marge Simpson,wait -- if i remember my heloise the trick to getting out gum is peanut butter
Marge Simpson,hmmm maybe it needs a little mayonnaise to get going okay you go sit in the sun and let it melt in
Homer Simpson,oh why did i have to stop at the railroad tracks better get some change
Homer Simpson,okay go boy go find help go find help boy
Marge Simpson,oh weve tried everything olive oil lemon juice tartar sauce chocolate syrup gravy bacon fat hummus and baba ghanouj
Bart Simpson,well milhouse i guess interesting stuff does happen to people in springfield
Bart Simpson,grampa i dont mind when you spit at home but i have to work with these people
Bart Simpson,and then he claimed he was the one who turned cats and dogs against each other why is he always making up those crazy stories
Bart Simpson,maybe its time to put him in one where he cant get out
Homer Simpson,second class what about social security bus discounts medic-alert jewelry gold bond powder pants all the way up to your armpits and all those other senior perks oh if you ask me old folks have it pretty sweet
Marge Simpson,its grampa and it sounds like hes gotten into the horseradish again
Bart Simpson,well im sure youll make up something maybe you just need more of my classmates around
Bart Simpson,look if youre going to stay in my room could you at least stop making up gibberish
Bart Simpson,mmm-hmm you bossed around the richest most powerful guy in town how come you were a sergeant and he was only a private
Bart Simpson,well if you saved burns life why does he want to kill you
Bart Simpson,oh wow there really is a treasure whatever you do dont give him the key grampa
Bart Simpson,can i go with you to get the treasure i wont eat much and i dont know the difference between right and wrong
Bart Simpson,i cant believe you grampa the sergeant in that story you told would never be scared of a dork like burns you gotta get that treasure you gotta do it for ox and asa and griff and burnsie well not so much burnsie
Bart Simpson,hey grampa do you think your dead buddies get up and walk around at night
Bart Simpson,gotcha hey grampa do you think i couldve been a flying hellfish
Bart Simpson,youre rich grampa you did it and burns can never take that away from you
Bart Simpson,i wont get embarrassed i dont care who knows i love my grampa
Homer Simpson,lets all calm down everyones going to be just fine as long as ive got enough beer
Homer Simpson,all right that does it if im gonna be trapped inside the house i gotta go out and buy some beer
Homer Simpson,im sick of these constant bear attacks its like the freakin country bear jamboroo around here
Homer Simpson,hey -- if you want wild bears eating your children and scaring away your salmon thats your business but im not gonna take it whos with me
Homer Simpson,were here were queer we dont want any more bears
Homer Simpson,oh i heard it at the mustache parade they have every year
Homer Simpson,mr mayor i hate to break it to you but your city is infested with bears
Homer Simpson,ahh not a bear in sight the bear patrol must be working like a charm
Homer Simpson,woo-hoo a perfect day -- zero bears and one big fat hairy paycheck
Homer Simpson,bear patrol tax 5 what this is an outrage its the biggest tax increase in history
Homer Simpson,let the bears pay the bear tax i pay the homer tax
Homer Simpson,open your eyes lisa our schools are so jam-packed with immigrants kids like bart have lost the will to learn
Homer Simpson,yeah when those immigrants get deported therell be more elbow room for regular joes like you and me apu
Homer Simpson,oh my god i got so swept up in the scapegoating and fun of proposition 24 i never stopped to think it might affect someone i cared about
Homer Simpson,you know what apu i am really really gonna miss you
Marge Simpson,its hard to believe someone so close to our family could be an illegal alien
Marge Simpson,so apu why didnt you go back to india when your student visa expired
